Order ID,order_date,City,Revenue,Discount,Quantity,Customer Age,Is Member,Channel,Sales Channel,Currency,Sales Rep,Email,Notes,
ORD-1081,2026-01-04,Chennai,"$1,159.84",11.4%,1.0,28.0,Yes,Online,Online,INR,S. Bose,customer81@example.com,,
ORD-1629,2025-06-27,Kolkata,$764.38,34.5%,8.0,,No,Store,Store,INR,  M. Khan,customer629@example.com,,
ORD-1730,2025-12-04,Bengaluru,"$1,399.31",28.6%,9.0,48.0,No,Store,Store,INR,S. Bose,customer730@example.com,,
ORD-1221,2025-10-04,Chennai,$288.56,5.1%,8.0,18.0,No,Online,Online,INR,A. Sharma,customer221@example.com,,
ORD-1818,2025-06-23,mumbai,$388.71,15.1%,8.0,71.0,No,Store,Store,INR,A. Sharma,customer818@example.com,,
ORD-1693,2025-05-07,Mumbai,N/A,21.7%,6.0,31.0,No,Online,Online,INR,S. Bose,customer693@example.com,,
ORD-1341,2026-02-17,bengaluru,"$1,461.52",5.0%,7.0,45.0,Yes,Store,Store,INR,A. Sharma,customer341@example.com,,
ORD-1353,2026-04-02,delhi,$879.29,33.7%,4.0,51.0,No,Online,Online,INR,  M. Khan,customer353@example.com,,
ORD-1083,2025-10-30,mumbai,"$1,467.15",16.7%,6.0,40.0,Yes,Store,Store,INR,A. Sharma,customer83@example.com,,
ORD-1092,18/08/2025,-,$398.32,12.3%,2.0,24.0,Yes,Online,Online,INR,A. Sharma,customer92@example.com,,
ORD-1301,2025-06-06,Chennai,$412.24,34.1%,5.0,44.0,No,Store,Store,INR,A. Sharma,customer301@example.com,,
ORD-1019,2025-06-18,Bengaluru,"$1,292.81",18.7%,5.0,31.0,No,Online,Online,INR,  M. Khan,customer19@example.com,,
ORD-1558,2026-03-10,mumbai,"$1,353.13",14.7%,2.0,52.0,No,Store,Store,INR,  M. Khan,customer558@example.com,,
ORD-1185,2025-04-19,Bengaluru,"$1,293.08",10.6%,6.0,45.0,Yes,Online,Online,INR,S. Bose,customer185@example.com,,
ORD-1227,2025-11-24,Kolkata,"$1,360.20",23.8%,5.0,46.0,Yes,Store,Store,INR,A. Sharma,customer227@example.com,,
ORD-1209,2025-08-06,Bengaluru,$867.02,4.7%,1.0,,No,Partner,Partner,INR,P. Nair ,customer209@example.com,,
ORD-1333,2025-08-14,Delhi,"$2,086.13",32.0%,6.0,43.0,No,Online,Online,INR,R. Iyer ,customer333@example.com,,
ORD-1607,2025-07-23,mumbai,$571.92,15.1%,10.0,48.0,No,Online,Online,INR,P. Nair ,customer607@example.com,,
ORD-1527,17/06/2025,delhi,"$1,109.13",13.9%,7.0,56.0,Yes,Store,Store,INR,S. Bose,customer527@example.com,,
ORD-1231,2025-10-30,unknown,"$1,000.53",8.9%,7.0,0.0,No,Store,Store,INR,S. Bose,customer231@example.com,,
ORD-1508,2026-03-19,delhi,"$1,967.02",24.6%,4.0,43.0,No,Store,Store,INR,R. Iyer ,customer508@example.com,,
ORD-1428,2026-03-09,DELHI,"$1,242.44",25.0%,8.0,22.0,No,Online,Online,INR,S. Bose,customer428@example.com,,
ORD-1314,2025-10-13,DELHI,"$2,584.90",28.3%,10.0,12.0,Yes,Online,Online,INR,P. Nair ,customer314@example.com,,
ORD-1310,2025-04-10,mumbai,$740.59,29.4%,1.0,0.0,No,Online,Online,INR,S. Bose,customer310@example.com,,
ORD-1617,2025-06-25,Bengaluru,"$1,232.52",0.7%,5.0,36.0,No,Online,Online,INR,P. Nair ,customer617@example.com,,
ORD-1551,2026-03-11,Kolkata,$436.41,1.9%,6.0,28.0,Yes,Online,Online,INR,  M. Khan,customer551@example.com,,
ORD-1238,2025-11-19,Mumbai,$801.44,25.1%,6.0,50.0,No,Online,Online,INR,P. Nair ,customer238@example.com,,
ORD-1137,2025-07-28,chennai,$819.44,21.1%,6.0,59.0,Yes,Store,Store,INR,R. Iyer ,customer137@example.com,,
ORD-1024,2025-05-01,Mumbai,"$1,220.14",18.6%,11.0,42.0,Yes,Online,Online,INR,S. Bose,customer25@example.com,,
ORD-1713,2025-09-04,Delhi,$97.90,29.6%,2.0,52.0,No,Store,Store,INR,P. Nair ,customer713@example.com,,
ORD-1845,2026-03-19,bengaluru,"$1,709.90",20.1%,1.0,55.0,No,Online,Online,INR,S. Bose,customer845@example.com,,
ORD-1340,2025-05-02,Delhi,$924.70,11.5%,11.0,48.0,No,Store,Store,INR,P. Nair ,customer340@example.com,,
ORD-1061,2025-06-24,Bengaluru,$646.23,27.5%,8.0,41.0,Yes,Online,Online,INR,R. Iyer ,customer61@example.com,,
ORD-1307,2025-08-22,Delhi,"$1,688.70",11.6%,8.0,65.0,No,Store,Store,INR,R. Iyer ,customer307@example.com,,
ORD-1158,2025-08-16,unknown,"$1,496.18",9.3%,10.0,24.0,Yes,Online,Online,INR,P. Nair ,customer158@example.com,,
ORD-1522,2025-04-09,delhi,"$2,196.48",14.8%,5.0,49.0,Yes,Store,Store,INR,S. Bose,customer523@example.com,,
ORD-1471,2025-09-24,unknown,$870.17,5.6%,3.0,36.0,No,Partner,Partner,INR,S. Bose,customer471@example.com,,
ORD-1017,2025-10-11,DELHI,N/A,15.9%,8.0,,No,Store,Store,INR,A. Sharma,customer17@example.com,,
ORD-1067,2025-10-20,delhi,"$1,270.94",28.2%,7.0,,No,Online,Online,INR,  M. Khan,customer67@example.com,,
ORD-1703,2025-06-05,mumbai,$477.69,5.1%,9.0,33.0,No,Online,Online,INR,S. Bose,customer703@example.com,,
ORD-1679,2025-11-06,mumbai,$772.20,6.2%,9.0,48.0,Yes,Online,Online,INR,S. Bose,customer679@example.com,,
ORD-1112,2025-11-21,Delhi,"$1,267.74",6.2%,4.0,36.0,Yes,Online,Online,INR,  M. Khan,customer112@example.com,,
ORD-1764,2025-11-18,delhi,$540.71,29.0%,10.0,45.0,Yes,Online,Online,INR,R. Iyer ,customer764@example.com,,
ORD-1618,2025-10-02,Delhi,"$1,242.63",31.9%,4.0,43.0,Yes,Online,Online,INR,R. Iyer ,customer618@example.com,,
ORD-1516,2025-03-19,Kolkata,"$1,070.02",8.2%,5.0,,No,Store,Store,INR,  M. Khan,customer516@example.com,,
ORD-1849,2025-06-17,Delhi,"$1,704.48",13.2%,8.0,36.0,No,Partner,Partner,INR,R. Iyer ,customer849@example.com,,
ORD-1102,2025-07-27,Kolkata,$744.61,25.5%,999.0,47.0,No,Online,Online,INR,  M. Khan,customer102@example.com,,
ORD-1415,2025-05-12,MUMBAI,"$1,573.32",27.4%,3.0,52.0,No,Partner,Partner,INR,A. Sharma,customer415@example.com,,
ORD-1684,2025-03-15,bengaluru,$355.82,29.4%,-1.0,43.0,No,Online,Online,INR,P. Nair ,customer684@example.com,,
ORD-1487,2025-12-19,Mumbai,$678.25,33.6%,6.0,,Yes,Online,Online,INR,P. Nair ,customer487@example.com,,
ORD-1473,2025-07-15,chennai,"$1,812.06",25.5%,10.0,35.0,No,Online,Online,INR,  M. Khan,customer473@example.com,,
ORD-1865,2025-05-06,Bengaluru,$494.82,33.8%,10.0,,Yes,Store,Store,INR,A. Sharma,customer865@example.com,,
ORD-1783,2026-03-09,Kolkata,"$1,881.86",25.7%,8.0,34.0,No,Partner,Partner,INR,  M. Khan,customer783@example.com,,
ORD-1291,2025-07-16,Mumbai,N/A,10.2%,8.0,12.0,No,Online,Online,INR,  M. Khan,customer291@example.com,,
ORD-1263,2026-02-12,chennai,$700.63,20.1%,11.0,59.0,Yes,Online,Online,INR,S. Bose,customer263@example.com,,
ORD-1251,2025-10-16,DELHI,$614.87,12.7%,2.0,,No,Store,Store,INR,  M. Khan,customer251@example.com,,
ORD-1605,2025-07-28,Bengaluru,$806.11,12.9%,1.0,,No,Online,Online,INR,A. Sharma,customer605@example.com,,
ORD-1671,2026-01-12,Chennai,$667.61,10.1%,6.0,36.0,No,Online,Online,INR,A. Sharma,customer671@example.com,,
ORD-1732,2025-04-17,Bengaluru,"$1,675.87",27.9%,5.0,10.0,No,Online,Online,INR,A. Sharma,customer732@example.com,,
ORD-1714,2025-05-09,Chennai,$571.68,23.3%,8.0,43.0,No,Online,Online,INR,P. Nair ,customer714@example.com,,
ORD-1001,2026-01-06,Mumbai,$582.36,20.0%,3.0,16.0,No,Online,Online,INR,P. Nair ,customer1@example.com,,
ORD-1549,2025-06-01,Kolkata,"$1,016.59",6.4%,4.0,66.0,No,Online,Online,INR,S. Bose,customer549@example.com,,
ORD-1375,2025-11-20,Mumbai,$691.41,33.7%,8.0,54.0,No,Online,Online,INR,A. Sharma,customer375@example.com,,
ORD-1860,2026-02-21,Bengaluru,"$1,043.71",21.8%,7.0,,Yes,Partner,Partner,INR,  M. Khan,customer860@example.com,,
ORD-1697,2025-10-14,Bengaluru,"$1,480.50",23.4%,6.0,,No,Online,Online,INR,  M. Khan,customer697@example.com,,
ORD-1367,2025-03-11,Mumbai,$655.54,16.7%,4.0,40.0,No,Online,Online,INR,A. Sharma,customer367@example.com,,
ORD-1402,2026-03-08,Chennai,$565.75,14.2%,1.0,57.0,No,Online,Online,INR,S. Bose,customer402@example.com,,
ORD-1677,2025-04-29,Kolkata,$463.54,17.2%,4.0,59.0,Yes,Online,Online,INR,S. Bose,customer678@example.com,,
ORD-1377,2025-03-10,-,$571.91,21.3%,3.0,,No,Online,Online,INR,A. Sharma,customer377@example.com,,
ORD-1002,2025-04-08,Delhi,"$1,163.81",26.5%,9.0,45.0,Yes,Online,Online,INR,R. Iyer ,customer2@example.com,,
ORD-1095,2025-09-07,Bengaluru,$994.02,22.4%,4.0,,Yes,Store,Store,INR,R. Iyer ,customer95@example.com,,
ORD-1535,2025-07-08,Kolkata,"$1,064.57",29.4%,8.0,58.0,Yes,Online,Online,INR,S. Bose,customer535@example.com,,
ORD-1496,2025-11-09,Chennai,N/A,31.5%,8.0,26.0,No,Store,Store,INR,P. Nair ,customer496@example.com,,
ORD-1758,2026-03-01,Bengaluru,$482.62,1.9%,7.0,48.0,Yes,Online,Online,INR,R. Iyer ,customer758@example.com,,
ORD-1817,2026-02-11,Delhi,$521.17,1.0%,2.0,42.0,No,Store,Store,INR,S. Bose,customer817@example.com,,
ORD-1284,20/10/2025,chennai,"$1,399.57",13.7%,4.0,39.0,No,Online,Online,INR,R. Iyer ,customer284@example.com,,
ORD-1211,2025-11-10,Mumbai,$626.02,15.3%,5.0,40.0,No,Online,Online,INR,R. Iyer ,customer211@example.com,,
ORD-1410,2025-07-16,bengaluru,N/A,26.5%,9.0,60.0,No,Store,Store,INR,R. Iyer ,customer410@example.com,,
ORD-1645,2026-03-07,Bengaluru,$294.00,11.0%,5.0,23.0,No,Store,Store,INR,P. Nair ,customer645@example.com,,
ORD-1173,2025-08-23,Delhi,$967.15,16.2%,10.0,46.0,Yes,Store,Store,INR,  M. Khan,customer173@example.com,,
ORD-1287,2025-06-22,Mumbai,$342.35,2.1%,4.0,27.0,Yes,Store,Store,INR,R. Iyer ,customer287@example.com,,
ORD-1813,2025-03-23,Bengaluru,$446.72,22.8%,11.0,36.0,No,Store,Store,INR,  M. Khan,customer813@example.com,,
ORD-1142,2025-12-12,unknown,$846.18,1.0%,1.0,38.0,No,Online,Online,INR,S. Bose,customer142@example.com,,
ORD-1412,2025-06-09,MUMBAI,"$2,905.26",27.2%,8.0,37.0,No,Online,Online,INR,A. Sharma,customer412@example.com,,
ORD-1192,2026-03-02,Delhi,"$1,151.27",14.8%,1.0,37.0,No,Store,Store,INR,R. Iyer ,customer192@example.com,,
ORD-1073,2025-12-06,Mumbai,"$1,057.51",3.6%,11.0,43.0,No,Online,Online,INR,P. Nair ,customer73@example.com,,
ORD-1401,2025-05-13,Delhi,$894.38,5.0%,9.0,45.0,No,Online,Online,INR,S. Bose,customer401@example.com,,
ORD-1229,29/11/2025,Bengaluru,"$1,071.67",4.9%,11.0,26.0,No,Store,Store,INR,S. Bose,customer229@example.com,,
ORD-1772,2025-04-12,Bengaluru,"$1,162.31",13.4%,4.0,25.0,No,Online,Online,INR,P. Nair ,customer772@example.com,,
ORD-1217,2025-06-12,Chennai,"$1,195.61",21.7%,5.0,42.0,No,Online,Online,INR,  M. Khan,customer217@example.com,,
ORD-1597,2026-01-08,Delhi,$511.13,21.1%,1.0,53.0,No,Online,Online,INR,P. Nair ,customer597@example.com,,
ORD-1154,2025-05-28,Chennai,$624.03,27.1%,7.0,25.0,No,Online,Online,INR,  M. Khan,customer154@example.com,,
ORD-1430,2025-11-21,unknown,"$2,469.99",23.6%,9.0,29.0,No,Store,Store,INR,P. Nair ,customer430@example.com,,
ORD-1403,2025-12-03,Delhi,"$1,225.92",29.5%,4.0,,Yes,Online,Online,INR,S. Bose,customer403@example.com,,
ORD-1181,2025-08-16,mumbai,"$2,111.66",16.2%,5.0,,Yes,Online,Online,INR,A. Sharma,customer181@example.com,,
ORD-1335,2026-02-12,Mumbai,"$2,044.03",27.1%,8.0,61.0,Yes,Store,Store,INR,S. Bose,customer335@example.com,,
ORD-1759,2025-04-23,Delhi,"$1,180.37",4.5%,3.0,39.0,Yes,Store,Store,INR,A. Sharma,customer759@example.com,,
ORD-1074,2025-08-08,-,$383.89,34.6%,8.0,,Yes,Online,Online,INR,S. Bose,customer74@example.com,,
ORD-1414,2025-06-12,Chennai,$980.00,3.6%,-1.0,,No,Online,Online,INR,P. Nair ,customer414@example.com,,
ORD-1435,2025-04-13,Chennai,$465.29,15.9%,9.0,42.0,No,Online,Online,INR,  M. Khan,customer435@example.com,,
ORD-1333,2025-08-14,Delhi,"$2,086.13",32.0%,6.0,43.0,No,Online,Online,INR,R. Iyer ,customer333@example.com,,
ORD-1625,2026-03-15,delhi,$593.49,25.3%,8.0,28.0,Yes,Online,Online,INR,P. Nair ,customer625@example.com,,
ORD-1640,2025-04-22,Delhi,$403.08,26.9%,2.0,24.0,No,Online,Online,INR,R. Iyer ,customer640@example.com,,
ORD-1233,2025-03-01,chennai,$759.90,8.2%,11.0,28.0,Yes,Online,Online,INR,R. Iyer ,customer233@example.com,,
ORD-1020,2025-12-27,Chennai,$316.29,21.2%,2.0,45.0,Yes,Store,Store,INR,R. Iyer ,customer20@example.com,,
ORD-1789,2025-09-08,mumbai,$300.64,16.4%,8.0,37.0,Yes,Online,Online,INR,S. Bose,customer789@example.com,,
ORD-1812,2026-03-08,Kolkata,$754.30,26.6%,8.0,41.0,No,Store,Store,INR,R. Iyer ,customer812@example.com,,
ORD-1609,2025-06-21,Delhi,$213.23,2.1%,9.0,,No,Partner,Partner,INR,R. Iyer ,customer609@example.com,,
ORD-1589,2026-02-25,Bengaluru,$818.96,7.4%,1.0,34.0,No,Online,Online,INR,  M. Khan,customer589@example.com,,
ORD-1030,2025-05-05, Mumbai ,"$1,204.12",20.1%,5.0,63.0,Yes,Online,Online,INR,  M. Khan,customer30@example.com,,
ORD-1290,2025-08-29,MUMBAI,$686.46,11.2%,11.0,52.0,No,Store,Store,INR,A. Sharma,customer290@example.com,,
ORD-1252,2025-11-08,bengaluru,$333.40,34.4%,3.0,31.0,No,Online,Online,INR,S. Bose,customer252@example.com,,
ORD-1069,2025-10-07,Chennai,"$1,381.83",32.0%,3.0,34.0,No,Store,Store,INR,S. Bose,customer69@example.com,,
ORD-1087,07/09/2025,delhi,$591.20,3.7%,11.0,35.0,No,Partner,Partner,INR,P. Nair ,customer87@example.com,,
ORD-1114,2025-03-25,Bengaluru,$852.07,20.1%,1.0,51.0,No,Online,Online,INR,P. Nair ,customer114@example.com,,
ORD-1548,2025-09-24,Delhi,$566.89,14.8%,4.0,43.0,No,Store,Store,INR,S. Bose,customer548@example.com,,
ORD-1091,2025-08-15,Mumbai,"$1,212.10",3.4%,2.0,26.0,No,Online,Online,INR,A. Sharma,customer91@example.com,,
ORD-1465,2025-08-01,Mumbai,"$1,456.29",27.0%,6.0,17.0,No,Online,Online,INR,P. Nair ,customer465@example.com,,
ORD-1708,2025-05-14,Kolkata,"$1,290.67",12.3%,1.0,,No,Store,Store,INR,A. Sharma,customer708@example.com,,
ORD-1167,2025-04-05,Chennai,"$1,574.66",23.8%,2.0,26.0,No,Online,Online,INR,P. Nair ,customer167@example.com,,
ORD-1407,2026-01-29,Delhi,$719.83,27.6%,9.0,,No,Online,Online,INR,R. Iyer ,customer407@example.com,,
ORD-1616,2025-06-12, Mumbai ,"$1,087.87",17.0%,6.0,6.0,No,Online,Online,INR,R. Iyer ,customer616@example.com,,
ORD-1320,2025-12-13,Chennai,"$2,015.72",28.4%,10.0,34.0,Yes,Online,Online,INR,  M. Khan,customer320@example.com,,
ORD-1847,2025-07-26,Mumbai,"$1,085.19",8.1%,5.0,47.0,No,Online,Online,INR,  M. Khan,customer847@example.com,,
ORD-1585,2025-07-04,Chennai,N/A,11.2%,2.0,36.0,No,Store,Store,INR,R. Iyer ,customer585@example.com,,
ORD-1077,2026-02-11,Mumbai,"$1,295.62",8.6%,1.0,28.0,No,Online,Online,INR,  M. Khan,customer77@example.com,,
ORD-1704,2025-10-29,Chennai,"$1,296.69",19.4%,3.0,,No,Online,Online,INR,S. Bose,customer704@example.com,,
ORD-1566,2026-02-18,unknown,"$1,251.17",9.8%,9.0,,No,Store,Store,INR,P. Nair ,customer566@example.com,,
ORD-1531,2025-07-06,mumbai,$641.66,28.1%,9.0,51.0,Yes,Store,Store,INR,P. Nair ,customer531@example.com,,
ORD-1598,2025-09-02,DELHI,$828.52,31.6%,8.0,42.0,No,Store,Store,INR,R. Iyer ,customer598@example.com,,
ORD-1690,2026-02-11,Mumbai,$813.80,2.2%,11.0,34.0,No,Online,Online,INR,A. Sharma,customer690@example.com,,
ORD-1257,2025-07-30,Bengaluru,"$1,628.64",18.4%,1.0,67.0,Yes,Store,Store,INR,S. Bose,customer257@example.com,,
ORD-1255,2025-05-10,MUMBAI,$369.24,23.7%,6.0,42.0,No,Online,Online,INR,  M. Khan,customer255@example.com,,
ORD-1727,2026-02-03,Delhi,"$1,140.11",18.4%,1.0,44.0,Yes,Online,Online,INR,P. Nair ,customer727@example.com,,
ORD-1841,2025-11-19, Mumbai ,"$1,701.82",10.9%,1.0,60.0,Yes,Online,Online,INR,A. Sharma,customer841@example.com,,
ORD-1704,2026-01-22,Delhi,$786.50,17.6%,11.0,24.0,Yes,Online,Online,INR,R. Iyer ,customer705@example.com,,
ORD-1497,2025-11-04,Delhi,$290.21,20.2%,2.0,38.0,No,Online,Online,INR,R. Iyer ,customer497@example.com,,
ORD-1130,2025-10-09,Delhi,"$1,090.66",2.3%,6.0,33.0,No,Store,Store,INR,S. Bose,customer130@example.com,,
ORD-1100,2025-12-08,Mumbai,"$2,068.99",26.9%,7.0,32.0,No,Store,Store,INR,R. Iyer ,customer100@example.com,,
ORD-1171,2026-04-03,Chennai,"$1,853.98",3.6%,6.0,27.0,No,Store,Store,INR,R. Iyer ,customer171@example.com,,
ORD-1862,2025-09-10,chennai,"$1,099.64",34.8%,9.0,,No,Online,Online,INR,  M. Khan,customer862@example.com,,
ORD-1702,2026-01-18,mumbai,$287.69,26.7%,2.0,33.0,No,Online,Online,INR,  M. Khan,customer702@example.com,,
ORD-1806,2025-08-28,bengaluru,"$1,817.64",24.8%,5.0,15.0,No,Online,Online,INR,R. Iyer ,customer806@example.com,,
ORD-1453,2025-07-05,Kolkata,$982.12,7.4%,3.0,48.0,No,Online,Online,INR,S. Bose,customer453@example.com,,
ORD-1881,2025-06-23,Bengaluru,"$1,257.48",6.1%,6.0,32.0,No,Online,Online,INR,R. Iyer ,customer881@example.com,,
ORD-1655,2025-05-30,Chennai,$994.47,27.8%,1.0,31.0,No,Store,Store,INR,A. Sharma,customer655@example.com,,
ORD-1854,2025-11-10,-,$878.15,28.8%,3.0,47.0,No,Online,Online,INR,  M. Khan,customer854@example.com,,
ORD-1200,2025-09-26,Bengaluru,$820.91,19.9%,7.0,59.0,Yes,Online,Online,INR,A. Sharma,customer200@example.com,,
ORD-1202,2025-05-03,DELHI,$934.01,0.2%,1.0,32.0,No,Store,Store,INR,A. Sharma,customer202@example.com,,
ORD-1712,2026-01-06,mumbai,"$2,114.16",3.8%,2.0,32.0,No,Store,Store,INR,R. Iyer ,customer712@example.com,,
ORD-1660,2025-06-29,unknown,$714.78,21.0%,8.0,36.0,No,Online,Online,INR,P. Nair ,customer660@example.com,,
ORD-1455,2025-05-14,delhi,$995.63,20.1%,9.0,53.0,No,Online,Online,INR,R. Iyer ,customer455@example.com,,
ORD-1632,2026-03-15,Chennai,$381.10,30.6%,5.0,52.0,Yes,Store,Store,INR,  M. Khan,customer633@example.com,,
ORD-1136,2025-04-08,Mumbai,"$1,934.82",4.3%,5.0,48.0,No,Online,Online,INR,P. Nair ,customer136@example.com,,
ORD-1520,2026-03-01,Mumbai,$874.89,33.4%,3.0,30.0,No,Online,Online,INR,S. Bose,customer520@example.com,,
ORD-1659,2025-06-09,Chennai,$814.32,12.8%,3.0,44.0,Yes,Store,Store,INR,A. Sharma,customer659@example.com,,
ORD-1569,2025-05-27,Kolkata,$635.06,24.3%,8.0,48.0,Yes,Online,Online,INR,A. Sharma,customer569@example.com,,
ORD-1378,2025-10-19,Bengaluru,$495.08,26.5%,3.0,17.0,No,Store,Store,INR,P. Nair ,customer378@example.com,,
ORD-1706,2025-12-26,Delhi,"$1,658.45",13.5%,11.0,42.0,No,Store,Store,INR,R. Iyer ,customer706@example.com,,
ORD-1270,2025-07-19,Mumbai,$680.53,10.8%,2.0,23.0,No,Online,Online,INR,A. Sharma,customer270@example.com,,
ORD-1606,2025-12-28,Delhi,"$1,287.43",6.5%,6.0,32.0,Yes,Online,Online,INR,R. Iyer ,customer606@example.com,,
ORD-1062,2025-09-21,Mumbai,$705.93,9.4%,11.0,30.0,Yes,Partner,Partner,INR,S. Bose,customer63@example.com,,
ORD-1393,2025-03-09,Chennai,"$2,495.22",7.0%,3.0,,No,Online,Online,INR,R. Iyer ,customer393@example.com,,
ORD-1070,2026-02-07,Kolkata,"$2,455.06",0.8%,4.0,,No,Online,Online,INR,  M. Khan,customer70@example.com,,
ORD-1533,2025-11-17,bengaluru,"$1,072.27",4.9%,9.0,33.0,Yes,Store,Store,INR,A. Sharma,customer534@example.com,,
ORD-1271,07/10/2025,Delhi,"$1,283.35",13.5%,1.0,35.0,No,Online,Online,INR,S. Bose,customer271@example.com,,
ORD-1543,2026-03-03,Mumbai,"$1,516.57",7.2%,10.0,35.0,Yes,Store,Store,INR,  M. Khan,customer543@example.com,,
ORD-1778,2025-04-26,unknown,$921.11,16.2%,1.0,40.0,No,Online,Online,INR,P. Nair ,customer778@example.com,,
ORD-1160,2025-07-07,Delhi,"$1,132.92",6.9%,6.0,50.0,Yes,Store,Store,INR,S. Bose,customer160@example.com,,
ORD-1805,2025-05-22,unknown,$253.40,27.8%,6.0,35.0,Yes,Online,Online,INR,A. Sharma,customer805@example.com,,
ORD-1169,2026-01-24,Delhi,$841.97,6.5%,6.0,217.0,No,Online,Online,INR,A. Sharma,customer169@example.com,,
ORD-1036,2025-10-08,Mumbai,"$2,357.34",10.4%,2.0,,No,Online,Online,INR,R. Iyer ,customer36@example.com,,
ORD-1243,2025-09-06,mumbai,$532.08,2.3%,2.0,28.0,No,Partner,Partner,INR,  M. Khan,customer243@example.com,,
ORD-1082,2025-03-01,Mumbai,"$1,273.01",31.3%,8.0,43.0,Yes,Online,Online,INR,R. Iyer ,customer82@example.com,,
ORD-1260,2025-07-26,DELHI,$578.38,25.0%,10.0,45.0,Yes,Store,Store,INR,R. Iyer ,customer260@example.com,,
ORD-1372,2026-04-03,bengaluru,"$2,002.21",26.3%,1.0,32.0,No,Store,Store,INR,P. Nair ,customer372@example.com,,
ORD-1022,2025-08-21,Chennai,$751.02,20.7%,6.0,43.0,No,Partner,Partner,INR,A. Sharma,customer22@example.com,,
ORD-1337,2025-03-05,chennai,$649.26,19.2%,9.0,42.0,No,Online,Online,INR,P. Nair ,customer337@example.com,,
ORD-1308,2025-11-03,Chennai,$936.83,14.3%,999.0,36.0,No,Store,Store,INR,S. Bose,customer308@example.com,,
ORD-1894,2025-04-27,DELHI,"$1,222.79",14.9%,10.0,59.0,No,Store,Store,INR,  M. Khan,customer894@example.com,,
ORD-1751,2026-03-12,bengaluru,$682.81,27.5%,-1.0,31.0,No,Store,Store,INR,S. Bose,customer751@example.com,,
ORD-1507,2026-03-26,chennai,$476.61,8.0%,5.0,48.0,No,Store,Store,INR,P. Nair ,customer507@example.com,,
ORD-1220,2025-05-15,Bengaluru,$860.80,2.3%,6.0,48.0,No,Online,Online,INR,P. Nair ,customer220@example.com,,
ORD-1013,2025-08-17,Bengaluru,$660.42,13.7%,1.0,61.0,No,Store,Store,INR,A. Sharma,customer13@example.com,,
ORD-1887,2025-10-13,delhi,$381.76,32.3%,4.0,36.0,No,Store,Store,INR,P. Nair ,customer887@example.com,,
ORD-1672,2025-11-22,Delhi,N/A,19.8%,6.0,38.0,No,Store,Store,INR,A. Sharma,customer672@example.com,,
ORD-1584,2025-03-08,Delhi,"$2,102.34",0.2%,5.0,54.0,No,Partner,Partner,INR,  M. Khan,customer584@example.com,,
ORD-1511,2025-08-14,DELHI,N/A,33.1%,1.0,,No,Online,Online,INR,R. Iyer ,customer511@example.com,,
ORD-1177,2025-12-07,Bengaluru,"$1,200.83",26.9%,10.0,,Yes,Online,Online,INR,A. Sharma,customer177@example.com,,
ORD-1276,2025-11-24,Bengaluru,$565.38,13.4%,8.0,33.0,No,Online,Online,INR,R. Iyer ,customer276@example.com,,
ORD-1547,2025-08-29,delhi,"$1,341.42",1.7%,7.0,32.0,No,Partner,Partner,INR,P. Nair ,customer547@example.com,,
ORD-1719,2025-09-19,chennai,"$1,359.02",31.2%,10.0,72.0,Yes,Online,Online,INR,R. Iyer ,customer719@example.com,,
ORD-1476,2025-09-27,Kolkata,$381.37,16.3%,10.0,37.0,Yes,Online,Online,INR,S. Bose,customer476@example.com,,
ORD-1225,2026-03-10,Kolkata,"$1,354.07",5.9%,4.0,37.0,No,Partner,Partner,INR,P. Nair ,customer225@example.com,,
ORD-1632,2025-04-19,delhi,$789.60,21.7%,11.0,,Yes,Online,Online,INR,A. Sharma,customer632@example.com,,
ORD-1216,2025-09-27,mumbai,$743.32,3.3%,6.0,24.0,Yes,Online,Online,INR,R. Iyer ,customer216@example.com,,
ORD-1029,2025-05-16,DELHI,$364.91,11.1%,7.0,,Yes,Partner,Partner,INR,P. Nair ,customer29@example.com,,
ORD-1700,2026-03-20,mumbai,$392.29,10.2%,5.0,63.0,Yes,Store,Store,INR,S. Bose,customer700@example.com,,
ORD-1722,2025-09-06,delhi,$573.42,9.3%,2.0,43.0,No,Online,Online,INR,P. Nair ,customer722@example.com,,
ORD-1180,2026-02-10,Kolkata,$706.02,2.7%,4.0,32.0,Yes,Store,Store,INR,P. Nair ,customer180@example.com,,
ORD-1745,2025-09-30,Mumbai,"$1,138.62",32.7%,7.0,35.0,No,Online,Online,INR,S. Bose,customer745@example.com,,
ORD-1459,2025-07-02,MUMBAI,"$1,452.76",7.6%,9.0,28.0,Yes,Online,Online,INR,S. Bose,customer459@example.com,,
ORD-1828,2026-04-02, Mumbai ,$714.04,8.1%,9.0,48.0,Yes,Partner,Partner,INR,P. Nair ,customer828@example.com,,
ORD-1677,2025-12-12,Mumbai,"$1,571.14",22.0%,11.0,31.0,No,Online,Online,INR,A. Sharma,customer677@example.com,,
ORD-1638,27/08/2025,Bengaluru,$612.99,9.1%,6.0,31.0,No,Store,Store,INR,A. Sharma,customer638@example.com,,
ORD-1453,2025-07-05,Kolkata,$982.12,7.4%,3.0,48.0,No,Online,Online,INR,S. Bose,customer453@example.com,,
ORD-1474,2025-11-12,Delhi,$629.33,14.1%,7.0,22.0,Yes,Store,Store,INR,P. Nair ,customer474@example.com,,
